System_Name,Role_Code,Entitlement_Code
S4423552,EQTTMPLT,C42
S4423552,EQTTMPLT,C43
S4423552,EQTTMPLT,C44
S4423552,EQTTMPLT,C48
S4423552,EQTTMPLT,C49
S4423552,EQTTMPLT,C50
S4423552,EQTTMPLT,C70
S4423552,EQTTMPLT,C80
S4423552,EQTTMPLT,DAF
S4423552,EQTTMPLT,DAU
S4423552,EQTTMPLT,DAX
S4423552,EQTTMPLT,DCA
S4423552,EQTTMPLT,DCB
S4423552,EQTTMPLT,DCE
S4423552,EQTTMPLT,DCI
S4423552,EQTTMPLT,DCM
S4423552,EQTTMPLT,DCS
S4423552,EQTTMPLT,DDC
S4423552,EQTTMPLT,DDN
S4423552,EQTTMPLT,DDU
S4423552,EQTTMPLT,DE
S4423552,EQTTMPLT,DEA
S4423552,EQTTMPLT,DEE
S4423552,EQTTMPLT,DEX
S4423552,EQTTMPLT,DFC
S4423552,EQTTMPLT,DFW
S4423552,EQTTMPLT,DIA
S4423552,EQTTMPLT,DIE
S4423552,EQTTMPLT,DII
S4423552,EQTTMPLT,DIS
S4423552,EQTTMPLT,DLC
S4423552,EQTTMPLT,DNE
S4423552,EQTTMPLT,DNI
S4423552,EQTTMPLT,DNM
S4423552,EQTTMPLT,DNP
S4423552,EQTTMPLT,DOR
S4423552,EQTTMPLT,DQP
S4423552,EQTTMPLT,DRC
S4423552,EQTTMPLT,DRM
S4423552,EQTTMPLT,DRR
S4423552,EQTTMPLT,DRT
S4423552,EQTTMPLT,DR0
S4423552,EQTTMPLT,DSG
S4423552,EQTTMPLT,DSI
S4423552,EQTTMPLT,DSO
S4423552,EQTTMPLT,DTM
S4423552,EQTTMPLT,DTP
S4423552,EQTTMPLT,DTX
S4423552,EQTTMPLT,DUO
S4423552,EQTTMPLT,DUS
S4423552,EQTTMPLT,DXI
S4423552,EQTTMPLT,D1
S4423552,EQTTMPLT,D2
S4423552,EQTTMPLT,D3
S4423552,EQTTMPLT,D4
S4423552,EQTTMPLT,EAH
S4423552,EQTTMPLT,EAI
S4423552,EQTTMPLT,EAR
S4423552,EQTTMPLT,EC
S4423552,EQTTMPLT,ECD
S4423552,EQTTMPLT,ECI
S4423552,EQTTMPLT,EC1
S4423552,EQTTMPLT,EC2
S4423552,EQTTMPLT,EC3
S4423552,EQTTMPLT,EC4
S4423552,EQTTMPLT,EC5
S4423552,EQTTMPLT,ED
S4423552,EQTTMPLT,EDG
S4423552,EQTTMPLT,EDL
S4423552,EQTTMPLT,EDM
S4423552,EQTTMPLT,EDO
S4423552,EQTTMPLT,EEL
S4423552,EQTTMPLT,EFS
S4423552,EQTTMPLT,EJR
S4423552,EQTTMPLT,EJX
S4423552,EQTTMPLT,ENB
S4423552,EQTTMPLT,ENE
S4423552,EQTTMPLT,ENJ
S4423552,EQTTMPLT,ENQ
S4423552,EQTTMPLT,EOD
S4423552,EQTTMPLT,EOI
S4423552,EQTTMPLT,EPE
S4423552,EQTTMPLT,EPP
S4423552,EQTTMPLT,EQI
S4423552,EQTTMPLT,EQP
S4423552,EQTTMPLT,EQT
S4423552,EQTTMPLT,EQU
S4423552,EQTTMPLT,ERF
S4423552,EQTTMPLT,ERR
S4423552,EQTTMPLT,ERX
S4423552,EQTTMPLT,ESE
S4423552,EQTTMPLT,ESN
S4423552,EQTTMPLT,ESP
S4423552,EQTTMPLT,ESR
S4423552,EQTTMPLT,ETN
S4423552,EQTTMPLT,EVE
S4423552,EQTTMPLT,EXE
S4423552,EQTTMPLT,F
S4423552,EQTTMPLT,FCL
S4423552,EQTTMPLT,FCP
S4423552,EQTTMPLT,FGP
S4423552,EQTTMPLT,FIE
S4423552,EQTTMPLT,FLA
S4423552,EQTTMPLT,FLR
S4423552,EQTTMPLT,FLV
S4423552,EQTTMPLT,FPR
S4423552,EQTTMPLT,FRU
S4423552,EQTTMPLT,FSA
S4423552,EQTTMPLT,FSC
S4423552,EQTTMPLT,FSI
S4423552,EQTTMPLT,FSR
S4423552,EQTTMPLT,FTE
S4423552,EQTTMPLT,FTM
S4423552,EQTTMPLT,FWE
S4423552,EQTTMPLT,FXP
S4423552,EQTTMPLT,FX1
S4423552,EQTTMPLT,F10
S4423552,EQTTMPLT,F15
S4423552,EQTTMPLT,F20
S4423552,EQTTMPLT,F30
S4423552,EQTTMPLT,F40
S4423552,EQTTMPLT,F50
S4423552,EQTTMPLT,F60
S4423552,EQTTMPLT,F70
S4423552,EQTTMPLT,F80
S4423552,EQTTMPLT,GAE
S4423552,EQTTMPLT,GAO
S4423552,EQTTMPLT,GCL
S4423552,EQTTMPLT,GDE
S4423552,EQTTMPLT,GDL
S4423552,EQTTMPLT,GHR
S4423552,EQTTMPLT,GLM
S4423552,EQTTMPLT,GLR
S4423552,EQTTMPLT,GPM
S4423552,EQTTMPLT,GPR
S4423552,EQTTMPLT,GRB
S4423552,EQTTMPLT,GRE
S4423552,EQTTMPLT,GSM
S4423552,EQTTMPLT,GTL
S4423552,EQTTMPLT,GUB
S4423552,EQTTMPLT,GUL
S4423552,EQTTMPLT,GUR
S4423552,EQTTMPLT,HCI
S4423552,EQTTMPLT,HCR
S4423552,EQTTMPLT,IAT
S4423552,EQTTMPLT,ICR
S4423552,EQTTMPLT,IDL
S4423552,EQTTMPLT,IEA
S4423552,EQTTMPLT,IEM
S4423552,EQTTMPLT,IER
S4423552,EQTTMPLT,IGL
S4423552,EQTTMPLT,IGP
S4423552,EQTTMPLT,INT
S4423552,EQTTMPLT,IPS
S4423552,EQTTMPLT,IRL
S4423552,EQTTMPLT,ISC
S4423552,EQTTMPLT,ISO
S4423552,EQTTMPLT,IST
S4423552,EQTTMPLT,ITA
S4423552,EQTTMPLT,ITB
S4423552,EQTTMPLT,ITC
S4423552,EQTTMPLT,ITE
S4423552,EQTTMPLT,ITM
S4423552,EQTTMPLT,JAE
S4423552,EQTTMPLT,JAN
S4423552,EQTTMPLT,JAR
S4423552,EQTTMPLT,JIB
S4423552,EQTTMPLT,JRA
S4423552,EQTTMPLT,JRC
S4423552,EQTTMPLT,JRE
S4423552,EQTTMPLT,JRG
S4423552,EQTTMPLT,KAA
S4423552,EQTTMPLT,KAD
S4423552,EQTTMPLT,KAF
S4423552,EQTTMPLT,KAR
S4423552,EQTTMPLT,KA2
S4423552,EQTTMPLT,KCS
S4423552,EQTTMPLT,KC1
S4423552,EQTTMPLT,KMA
S4423552,EQTTMPLT,KMB
S4423552,EQTTMPLT,KMC
S4423552,EQTTMPLT,KMD
S4423552,EQTTMPLT,KME
S4423552,EQTTMPLT,KMF
S4423552,EQTTMPLT,KMG
S4423552,EQTTMPLT,KMH
S4423552,EQTTMPLT,KMI
S4423552,EQTTMPLT,KML
S4423552,EQTTMPLT,KMR
S4423552,EQTTMPLT,KMS
S4423552,EQTTMPLT,KMT
S4423552,EQTTMPLT,KMV
S4423552,EQTTMPLT,KMW
S4423552,EQTTMPLT,KMX
S4423552,EQTTMPLT,KMY
S4423552,EQTTMPLT,KMZ
S4423552,EQTTMPLT,KM0
S4423552,EQTTMPLT,KM1
S4423552,EQTTMPLT,KM6
S4423552,EQTTMPLT,KM8
S4423552,EQTTMPLT,KPC
S4423552,EQTTMPLT,KP1
S4423552,EQTTMPLT,KSV
S4423552,EQTTMPLT,KS1
S4423552,EQTTMPLT,L
S4423552,EQTTMPLT,LAB
S4423552,EQTTMPLT,LAO
S4423552,EQTTMPLT,LCD
S4423552,EQTTMPLT,LCO
S4423552,EQTTMPLT,LDC
S4423552,EQTTMPLT,LDR
S4423552,EQTTMPLT,LEP
S4423552,EQTTMPLT,LER
S4423552,EQTTMPLT,LF1
S4423552,EQTTMPLT,LIC
S4423552,EQTTMPLT,LMA
S4423552,EQTTMPLT,LMM
S4423552,EQTTMPLT,LMT
S4423552,EQTTMPLT,LRE
S4423552,EQTTMPLT,LRP
S4423552,EQTTMPLT,LRR
S4423552,EQTTMPLT,LSC
S4423552,EQTTMPLT,LSR
S4423552,EQTTMPLT,L10
S4423552,EQTTMPLT,L20
S4423552,EQTTMPLT,L30
S4423552,EQTTMPLT,L40
S4423552,EQTTMPLT,L50
S4423552,EQTTMPLT,L60
S4423552,EQTTMPLT,MAB
S4423552,EQTTMPLT,MAC
S4423552,EQTTMPLT,MAE
S4423552,EQTTMPLT,MAH
S4423552,EQTTMPLT,MAJ
S4423552,EQTTMPLT,MAO
S4423552,EQTTMPLT,MAT
S4423552,EQTTMPLT,MAU
S4423552,EQTTMPLT,MBA
S4423552,EQTTMPLT,MBC
S4423552,EQTTMPLT,MBO
S4423552,EQTTMPLT,MCA
S4423552,EQTTMPLT,MCB
S4423552,EQTTMPLT,MCD
S4423552,EQTTMPLT,MCE
S4423552,EQTTMPLT,MCJ
S4423552,EQTTMPLT,MCK
S4423552,EQTTMPLT,MCL
S4423552,EQTTMPLT,MCM
S4423552,EQTTMPLT,MCO
S4423552,EQTTMPLT,MCR
S4423552,EQTTMPLT,MCS
S4423552,EQTTMPLT,MCT
S4423552,EQTTMPLT,MDB
S4423552,EQTTMPLT,MDE
S4423552,EQTTMPLT,MDF
S4423552,EQTTMPLT,MDG
S4423552,EQTTMPLT,MDI
S4423552,EQTTMPLT,MDN
S4423552,EQTTMPLT,MDW
S4423552,EQTTMPLT,MER
S4423552,EQTTMPLT,MFU
S4423552,EQTTMPLT,MFX
S4423552,EQTTMPLT,MGE
S4423552,EQTTMPLT,MGP
S4423552,EQTTMPLT,MHC
S4423552,EQTTMPLT,MHD
S4423552,EQTTMPLT,MH2
S4423552,EQTTMPLT,MIA
S4423552,EQTTMPLT,MIB
S4423552,EQTTMPLT,MIC
S4423552,EQTTMPLT,MID
S4423552,EQTTMPLT,MII
S4423552,EQTTMPLT,MIO
S4423552,EQTTMPLT,MIT
S4423552,EQTTMPLT,MIW
S4423552,EQTTMPLT,MIX
S4423552,EQTTMPLT,MJ1
S4423552,EQTTMPLT,MKA
S4423552,EQTTMPLT,MKC
S4423552,EQTTMPLT,MKO
S4423552,EQTTMPLT,MLB
S4423552,EQTTMPLT,MLC
S4423552,EQTTMPLT,MLN
S4423552,EQTTMPLT,MLR
S4423552,EQTTMPLT,MLS
S4423552,EQTTMPLT,MMC
S4423552,EQTTMPLT,MML
S4423552,EQTTMPLT,MMM
S4423552,EQTTMPLT,MMR
S4423552,EQTTMPLT,MNG
S4423552,EQTTMPLT,MNI
S4423552,EQTTMPLT,MNN
S4423552,EQTTMPLT,MNP
S4423552,EQTTMPLT,MNR
S4423552,EQTTMPLT,MNW
S4423552,EQTTMPLT,MOM
S4423552,EQTTMPLT,MPB
S4423552,EQTTMPLT,MPD
S4423552,EQTTMPLT,MPE
S4423552,EQTTMPLT,MPI
S4423552,EQTTMPLT,MPM
S4423552,EQTTMPLT,MPW
S4423552,EQTTMPLT,MRC
S4423552,EQTTMPLT,MRI
S4423552,EQTTMPLT,MRL
S4423552,EQTTMPLT,MRM
S4423552,EQTTMPLT,MRR
S4423552,EQTTMPLT,MR2
S4423552,EQTTMPLT,MSD
S4423552,EQTTMPLT,MSE
S4423552,EQTTMPLT,MSG
S4423552,EQTTMPLT,MSI
S4423552,EQTTMPLT,MSK
S4423552,EQTTMPLT,MSO
S4423552,EQTTMPLT,MSP
S4423552,EQTTMPLT,MSR
S4423552,EQTTMPLT,MST
S4423552,EQTTMPLT,MS1
S4423552,EQTTMPLT,MS2
S4423552,EQTTMPLT,MTE
S4423552,EQTTMPLT,MTL
S4423552,EQTTMPLT,MTM
S4423552,EQTTMPLT,MTN
S4423552,EQTTMPLT,MTP
S4423552,EQTTMPLT,MTR
S4423552,EQTTMPLT,MUA
S4423552,EQTTMPLT,MUL
S4423552,EQTTMPLT,MUP
S4423552,EQTTMPLT,MWC
S4423552,EQTTMPLT,MWS
S4423552,EQTTMPLT,MXH
S4423552,EQTTMPLT,MZP
S4423552,EQTTMPLT,M07
S4423552,EQTTMPLT,NAE
S4423552,EQTTMPLT,NCM
S4423552,EQTTMPLT,NDE
S4423552,EQTTMPLT,NLE
S4423552,EQTTMPLT,NMC
S4423552,EQTTMPLT,NOC
S4423552,EQTTMPLT,NOP
S4423552,EQTTMPLT,NOR
S4423552,EQTTMPLT,NPE
S4423552,EQTTMPLT,NPR
S4423552,EQTTMPLT,NRC
S4423552,EQTTMPLT,NRE
S4423552,EQTTMPLT,NRH
S4423552,EQTTMPLT,NSE
S4423552,EQTTMPLT,NSI
S4423552,EQTTMPLT,NWE
S4423552,EQTTMPLT,NWR
S4423552,EQTTMPLT,OCA
S4423552,EQTTMPLT,OC1
S4423552,EQTTMPLT,OC2
S4423552,EQTTMPLT,ODC
S4423552,EQTTMPLT,ODR
S4423552,EQTTMPLT,OIA
S4423552,EQTTMPLT,OIM
S4423552,EQTTMPLT,OJA
S4423552,EQTTMPLT,OPM
S4423552,EQTTMPLT,OPS
S4423552,EQTTMPLT,OPT
S4423552,EQTTMPLT,ORE
S4423552,EQTTMPLT,ORF
S4423552,EQTTMPLT,OTA
S4423552,EQTTMPLT,OVE
S4423552,EQTTMPLT,PAE
S4423552,EQTTMPLT,PAY
S4423552,EQTTMPLT,PB
S4423552,EQTTMPLT,PBC
S4423552,EQTTMPLT,PGR
S4423552,EQTTMPLT,PMC
S4423552,EQTTMPLT,POE
S4423552,EQTTMPLT,PPI
S4423552,EQTTMPLT,PRC
S4423552,EQTTMPLT,PRM
S4423552,EQTTMPLT,PRO
S4423552,EQTTMPLT,PSC
S4423552,EQTTMPLT,PSD
S4423552,EQTTMPLT,PSI
S4423552,EQTTMPLT,PSR
S4423552,EQTTMPLT,PT
S4423552,EQTTMPLT,PUA
S4423552,EQTTMPLT,PXJ
S4423552,EQTTMPLT,QAR
S4423552,EQTTMPLT,QCO
S4423552,EQTTMPLT,QLR
S4423552,EQTTMPLT,QOR
S4423552,EQTTMPLT,QPR
S4423552,EQTTMPLT,QRM
S4423552,EQTTMPLT,QRR
S4423552,EQTTMPLT,QRY
S4423552,EQTTMPLT,QTA
S4423552,EQTTMPLT,QTE
S4423552,EQTTMPLT,QTU
S4423552,EQTTMPLT,R
S4423552,EQTTMPLT,RAA
S4423552,EQTTMPLT,RAB
S4423552,EQTTMPLT,RAD
S4423552,EQTTMPLT,RAE
S4423552,EQTTMPLT,RAF
S4423552,EQTTMPLT,RAG
S4423552,EQTTMPLT,RAI
S4423552,EQTTMPLT,RAL
S4423552,EQTTMPLT,RAM
S4423552,EQTTMPLT,RAP
S4423552,EQTTMPLT,RBC
S4423552,EQTTMPLT,RBH
S4423552,EQTTMPLT,RCC
S4423552,EQTTMPLT,RCU
S4423552,EQTTMPLT,RDG
S4423552,EQTTMPLT,RDS
S4423552,EQTTMPLT,RDT
S4423552,EQTTMPLT,RDU
S4423552,EQTTMPLT,RDW
S4423552,EQTTMPLT,REF
S4423552,EQTTMPLT,REQ
S4423552,EQTTMPLT,RHL
S4423552,EQTTMPLT,RHO
S4423552,EQTTMPLT,RIB
S4423552,EQTTMPLT,RIN
S4423552,EQTTMPLT,RIS
S4423552,EQTTMPLT,RLN
S4423552,EQTTMPLT,RMW
S4423552,EQTTMPLT,RNP
S4423552,EQTTMPLT,RNW
S4423552,EQTTMPLT,RPD
S4423552,EQTTMPLT,RQR
S4423552,EQTTMPLT,RQY
S4423552,EQTTMPLT,RRA
S4423552,EQTTMPLT,RRC
S4423552,EQTTMPLT,RRE
S4423552,EQTTMPLT,RRL
S4423552,EQTTMPLT,RRR
S4423552,EQTTMPLT,RRT
S4423552,EQTTMPLT,RR2
S4423552,EQTTMPLT,RSC
S4423552,EQTTMPLT,RSH
S4423552,EQTTMPLT,RSK
S4423552,EQTTMPLT,RSO
S4423552,EQTTMPLT,RSW
S4423552,EQTTMPLT,RS1
S4423552,EQTTMPLT,RS2
S4423552,EQTTMPLT,RTN
S4423552,EQTTMPLT,RTR
S4423552,EQTTMPLT,RUA
S4423552,EQTTMPLT,RUP
S4423552,EQTTMPLT,RUR
S4423552,EQTTMPLT,RUW
S4423552,EQTTMPLT,RZP
S4423552,EQTTMPLT,R07
S4423552,EQTTMPLT,R10
S4423552,EQTTMPLT,R20
S4423552,EQTTMPLT,R30
S4423552,EQTTMPLT,R40
S4423552,EQTTMPLT,R50
S4423552,EQTTMPLT,R60
S4423552,EQTTMPLT,R90
S4423552,EQTTMPLT,R91
S4423552,EQTTMPLT,R92
S4423552,EQTTMPLT,R93
S4423552,EQTTMPLT,R95
S4423552,EQTTMPLT,S
S4423552,EQTTMPLT,SA
S4423552,EQTTMPLT,SAC
S4423552,EQTTMPLT,SAP
S4423552,EQTTMPLT,SC
S4423552,EQTTMPLT,SCE
S4423552,EQTTMPLT,SCM
S4423552,EQTTMPLT,SCR
S4423552,EQTTMPLT,SDD
S4423552,EQTTMPLT,SDE
S4423552,EQTTMPLT,SDI
S4423552,EQTTMPLT,SDL
S4423552,EQTTMPLT,SDP
S4423552,EQTTMPLT,SDR
S4423552,EQTTMPLT,SDS
S4423552,EQTTMPLT,SED
S4423552,EQTTMPLT,SFI
S4423552,EQTTMPLT,SIR
S4423552,EQTTMPLT,SIS
S4423552,EQTTMPLT,SIU
S4423552,EQTTMPLT,SJL
S4423552,EQTTMPLT,SJX
S4423552,EQTTMPLT,SME
S4423552,EQTTMPLT,SMR
S4423552,EQTTMPLT,SNB
S4423552,EQTTMPLT,SNI
S4423552,EQTTMPLT,SO
S4423552,EQTTMPLT,SOA
S4423552,EQTTMPLT,SOE
S4423552,EQTTMPLT,SOG
S4423552,EQTTMPLT,SOM
S4423552,EQTTMPLT,SPH
S4423552,EQTTMPLT,SPR
S4423552,EQTTMPLT,SQA
S4423552,EQTTMPLT,SQE
S4423552,EQTTMPLT,SQM
S4423552,EQTTMPLT,SQT
S4423552,EQTTMPLT,SR
S4423552,EQTTMPLT,SRM
S4423552,EQTTMPLT,SRQ
S4423552,EQTTMPLT,SRU
S4423552,EQTTMPLT,SSA
S4423552,EQTTMPLT,SSI
S4423552,EQTTMPLT,SST
S4423552,EQTTMPLT,ST
S4423552,EQTTMPLT,STJ
S4423552,EQTTMPLT,STM
S4423552,EQTTMPLT,STP
S4423552,EQTTMPLT,SUB
S4423552,EQTTMPLT,SUE
S4423552,EQTTMPLT,SUM
S4423552,EQTTMPLT,SUN
S4423552,EQTTMPLT,SUP
S4423552,EQTTMPLT,SU1
S4423552,EQTTMPLT,SU2
S4423552,EQTTMPLT,S10
S4423552,EQTTMPLT,S11
S4423552,EQTTMPLT,S12
S4423552,EQTTMPLT,S13
S4423552,EQTTMPLT,S14
S4423552,EQTTMPLT,TAS
S4423552,EQTTMPLT,TBH
S4423552,EQTTMPLT,TCL
S4423552,EQTTMPLT,TF
S4423552,EQTTMPLT,TFM
S4423552,EQTTMPLT,TH
S4423552,EQTTMPLT,THO
S4423552,EQTTMPLT,TML
S4423552,EQTTMPLT,TNP
S4423552,EQTTMPLT,TOB
S4423552,EQTTMPLT,TQE
S4423552,EQTTMPLT,TQM
S4423552,EQTTMPLT,TQR
S4423552,EQTTMPLT,TRL
S4423552,EQTTMPLT,TS
S4423552,EQTTMPLT,TSH
S4423552,EQTTMPLT,TX1
S4423552,EQTTMPLT,UAU
S4423552,EQTTMPLT,UCH
S4423552,EQTTMPLT,UCM
S4423552,EQTTMPLT,UCU
S4423552,EQTTMPLT,URD
S4423552,EQTTMPLT,URP
S4423552,EQTTMPLT,USE
S4423552,EQTTMPLT,USM
S4423552,EQTTMPLT,UTM
S4423552,EQTTMPLT,UVW
S4423552,EQTTMPLT,U00
S4423552,EQTTMPLT,U01
S4423552,EQTTMPLT,U02
S4423552,EQTTMPLT,U03
S4423552,EQTTMPLT,U04
S4423552,EQTTMPLT,VRJ
S4423552,EQTTMPLT,WS
S4423552,EQTTMPLT,WSJ
S4423552,EQTTMPLT,WXY
S4423552,EQTTMPLT,XCL
S4423552,EQTTMPLT,X00
S4423552,EQTTMPLT,X01
S4423552,EQTTMPLT,X02
S4423552,EQTTMPLT,X03
S4423552,EQTTMPLT,X04
S4423552,EQTTMPLT,X05
S4423552,EQTTMPLT,X06
S4423552,EQTTMPLT,X07
S4423552,EQTTMPLT,X08
S4423552,EQTTMPLT,X09
S4423552,EQTTMPLT,X10
S4423552,EQTTMPLT,X11
S4423552,EQTTMPLT,X20
S4423552,EQTTMPLT,X30
S4423552,EQTTMPLT,YAA
S4423552,EQTTMPLT,YAB
S4423552,EQTTMPLT,YAD
S4423552,EQTTMPLT,YAE
S4423552,EQTTMPLT,YAF
S4423552,EQTTMPLT,YAG
S4423552,EQTTMPLT,YAI
S4423552,EQTTMPLT,YAL
S4423552,EQTTMPLT,YAM
S4423552,EQTTMPLT,YAR
S4423552,EQTTMPLT,YAS
S4423552,EQTTMPLT,YA1
S4423552,EQTTMPLT,YA2
S4423552,EQTTMPLT,YA3
S4423552,EQTTMPLT,YA4
S4423552,EQTTMPLT,YA5
S4423552,EQTTMPLT,YA8
S4423552,EQTTMPLT,YA9
S4423552,EQTTMPLT,YBK
S4423552,EQTTMPLT,YCB
S4423552,EQTTMPLT,YCD
S4423552,EQTTMPLT,YCF
S4423552,EQTTMPLT,YCM
S4423552,EQTTMPLT,YCR
S4423552,EQTTMPLT,YCS
S4423552,EQTTMPLT,YCT
S4423552,EQTTMPLT,YDI
S4423552,EQTTMPLT,YDU
S4423552,EQTTMPLT,YEL
S4423552,EQTTMPLT,YFD
S4423552,EQTTMPLT,YGE
S4423552,EQTTMPLT,YGI
S4423552,EQTTMPLT,YGR
S4423552,EQTTMPLT,YHD
S4423552,EQTTMPLT,YHF
S4423552,EQTTMPLT,YKC
S4423552,EQTTMPLT,YNA
S4423552,EQTTMPLT,YPM
S4423552,EQTTMPLT,YRC
S4423552,EQTTMPLT,YRN
S4423552,EQTTMPLT,YSA
S4423552,EQTTMPLT,YSC
S4423552,EQTTMPLT,YSE
S4423552,EQTTMPLT,YSR
S4423552,EQTTMPLT,YSW
S4423552,EQTTMPLT,YTB
S4423552,EQTTMPLT,YTC
S4423552,EQTTMPLT,YTD
S4423552,EQTTMPLT,YUT
S4423552,EQTTMPLT,YU1
S4423552,EQTTMPLT,YU2
S4423552,EQTTMPLT,YU4
S4423552,EQTTMPLT,YU6
S4423552,EQTTMPLT,YU7
S4423552,EQTTMPLT,YU8
S4423552,EQTTMPLT,Y01
S4423552,EQTTMPLT,Y02
S4423552,EQTTMPLT,Y03
S4423552,EQTTMPLT,Y04
S4423552,EQTTMPLT,Y11
S4423552,EQTTMPLT,Y12
S4423552,EQTTMPLT,Y13
S4423552,EQTTMPLT,Y14
S4423552,EQTTMPLT,Y15
S4423552,EQTTMPLT,Y16
S4423552,EQTTMPLT,Y32
S4423552,EQTTMPLT,Y70
S4423552,EQTTMPLT,Y71
S4423552,EQTTMPLT,Y76
S4423552,EQTTMPLT,Y81
S4423552,EQTTMPLT,Y82
S4423552,EQTTMPLT,Y83
S4423552,EQTTMPLT,ZBR
S4423552,EQTTMPLT,ZCM
S4423552,EQTTMPLT,ZSA
S4423552,EQTTMPLT,ZSB
S4423552,EQTTMPLT,ZTF
S4423552,EQTTMPLT,ZZY
S4423552,EQTTMPLT,ZZZ
S4423552,EQTTMPLT,ZZ2
S4423552,EQTTMPLT,ZZ3
S4423552,EQTTMPLT,ZZ4
S4423552,EQTTMPLT,ZZ6
S4423552,EQTTMPLT,ZZ7
S4423552,EQTTMPLT,ZZ9
S4423552,EQTTMPLT,Z00
S4423552,EQTTMPLT,Z14
S4423552,EQTTMPLT,Z15
S4423552,EQTTMPLT,Z23
S4423552,EQTTMPLT,Z24
S4423552,EQTTMPLT,Z26
S4423552,EQTTMPLT,Z27
S4423552,EQTTMPLT,Z29
S4423552,EQTTMPLT,Z30
S4423552,EQTTMPLT,Z33
S4423552,EQTTMPLT,Z35
S4423552,EQTTMPLT,Z36
S4423552,EQTTMPLT,Z40
S4423552,EQTTMPLT,Z41
S4423552,EQTTMPLT,Z42
S4423552,EQTTMPLT,Z43
S4423552,EQTTMPLT,Z45
S4423552,EQTTMPLT,Z46
S4423552,EQTTMPLT,Z50
S4423552,EQTTMPLT,Z52
S4423552,EQTTMPLT,Z53
S4423552,EQTTMPLT,Z54
S4423552,EQTTMPLT,Z55
S4423552,EQTTMPLT,Z56
S4423552,EQTTMPLT,Z57
S4423552,EQTTMPLT,Z58
S4423552,EQTTMPLT,Z59
S4423552,EQTTMPLT,Z6S
S4423552,EQTTMPLT,Z60
S4423552,EQTTMPLT,Z61
S4423552,EQTTMPLT,Z68
S4423552,EQTTMPLT,Z71
S4423552,EQTTMPLT,Z72
S4423552,EQTTMPLT,Z75
S4423552,EQTTMPLT,Z85
S4423552,EQTTMPLT,01C
S4423552,EQTTMPLT,01R
S4423552,EQTTMPLT,01S
S4423552,EQTTMPLT,02L
S4423552,EQTTMPLT,02R
S4423552,EQTTMPLT,02S
S4423552,EQTTMPLT,03C
S4423552,EQTTMPLT,03S
S4423552,EQTTMPLT,04R
S4423552,EQTTMPLT,04S
S4423552,EQTTMPLT,05R
S4423552,EQTTMPLT,05S
S4423552,EQTTMPLT,06S
S4423552,EQTTMPLT,07R
S4423552,EQTTMPLT,07S
S4423552,EQTTMPLT,08S
S4423552,EQTTMPLT,09S
S4423552,EQTTMPLT,10S
S4423552,EQTTMPLT,11C
S4423552,EQTTMPLT,14C
S4423552,EQTTMPLT,15C
S4423552,EQTTMPLT,16R
S4423552,EQTTMPLT,17C
S4423552,EQTTMPLT,17R
S4423552,EQTTMPLT,18C
S4423552,EQTTMPLT,19C
S4423552,EQTTMPLT,20C
S4423552,EQTTMPLT,20R
S4423552,EQTTMPLT,21C
S4423552,EQTTMPLT,21R
S4423552,EQTTMPLT,22C
S4423552,EQTTMPLT,22I
S4423552,EQTTMPLT,22W
S4423552,EQTTMPLT,22Z
S4423552,EQTTMPLT,23C
S4423552,EQTTMPLT,24C
S4423552,EQTTMPLT,25C
S4423552,EQTTMPLT,26C
S4423552,EQTTMPLT,27C
S4423552,EQTTMPLT,28C
S4423552,EQTTMPLT,29C
S4423552,EQTTMPLT,30C
S4423552,EQTTMPLT,31C
S4423552,EQTTMPLT,32C
S4423552,EQTTMPLT,33C
S4423552,EQTTMPLT,35C
S4423552,EQTTMPLT,37C
S4423552,EQTTMPLT,38C
S4423552,EQTTMPLT,41C
S4423552,EQTTMPLT,46C
S4423552,EQTTMPLT,47C
S4423552,EQTTMPLT,48C
S4423552,EQTTMPLT,49C
S4423552,EQTTMPLT,52C
S4423552,EQTTMPLT,53C
S4423552,EQTTMPLT,54C
S4423552,EQTTMPLT,58C
S4423552,EQTTMPLT,59C
S4423552,EQTTMPLT,81C
S4423552,EQTTMPLT,82C
S4423552,EXCHGCTL,AB
S4423552,EXCHGCTL,AE
S4423552,EXCHGCTL,AS
S4423552,EXCHGCTL,EAH
S4423552,EXCHGCTL,TH
S4423552,EXCHGCTL,TS
S4423552,GRCSC,.SC
S4423552,GRCSC,.SR
S4423552,GRCSC,/IL
S4423552,GRCSC,/NE
S4423552,GRCSC,/OB
S4423552,GRCSC,AAE
S4423552,GRCSC,AB
S4423552,GRCSC,ABE
S4423552,GRCSC,AE
S4423552,GRCSC,AIE
S4423552,GRCSC,AS
S4423552,GRCSC,BNK
S4423552,GRCSC,CBE
S4423552,GRCSC,CDE
S4423552,GRCSC,CFE
S4423552,GRCSC,COE
S4423552,GRCSC,DE
S4423552,GRCSC,DEA
S4423552,GRCSC,DEE
S4423552,GRCSC,DIE
S4423552,GRCSC,EAH
S4423552,GRCSC,ENQ
S4423552,GRCSC,ITB
S4423552,GRCSC,KAA
S4423552,GRCSC,NDE
S4423552,GRCSC,TH
S4423552,GRCSC,TS
S4423552,GRCSC,USE
S4423552,GRCSC,WS
S4423552,GRCSC,YDI
S4423552,GRCSC,YSR
S4423552,GRFINADMIN,/AA
