System_Name,Entitlement_Code,Account_ID,CCM Access,Staff Access
S4423552,/SF,AAAA, , 
S4423552,AS,AAAA, , 
S4423552,ENQ,AAAA, , 
S4423552,TH,AAAA, , 
S4423552,/LS,ACB,P,P
S4423552,/MD,ACB,P,P
S4423552,/ME,ACB,P,P
S4423552,AAE,ACB,P,P
S4423552,AB,ACB,P,P
S4423552,ABE,ACB,P,P
S4423552,AE,ACB,P,P
S4423552,AHE,ACB,P,P
S4423552,AIE,ACB,P,P
S4423552,AMS,ACB,P,P
S4423552,AS,ACB,P,P
S4423552,ASE,ACB,P,P
S4423552,ASI,ACB,P,P
S4423552,ATL,ACB,P,P
S4423552,AU,ACB,P,P
S4423552,BAL,ACB,P,P
S4423552,BNK,ACB,P,P
S4423552,CMM,ACB,P,P
S4423552,CSI,ACB,P,P
S4423552,DE,ACB,P,P
S4423552,DEE,ACB,P,P
S4423552,DII,ACB,P,P
S4423552,EAH,ACB,P,P
S4423552,ITB,ACB,P,P
S4423552,JRC,ACB,P,P
S4423552,MMM,ACB,P,P
S4423552,MSI,ACB,P,P
S4423552,MUP,ACB,P,P
S4423552,NLE,ACB,P,P
S4423552,PRC,ACB,P,P
S4423552,SQA,ACB,P,P
S4423552,TH,ACB,P,P
S4423552,TS,ACB,P,P
S4423552,WS,ACB,P,P
S4423552,03S,ACB,P,P
S4423552,11C,ACB,P,P
S4423552,14C,ACB,P,P
S4423552,15C,ACB,P,P
S4423552,17C,ACB,P,P
S4423552,19C,ACB,P,P
S4423552,24C,ACB,P,P
S4423552,25C,ACB,P,P
S4423552,26C,ACB,P,P
S4423552,27C,ACB,P,P
S4423552,28C,ACB,P,P
S4423552,29C,ACB,P,P
S4423552,30C,ACB,P,P
S4423552,31C,ACB,P,P
S4423552,32C,ACB,P,P
S4423552,33C,ACB,P,P
S4423552,35C,ACB,P,P
S4423552,37C,ACB,P,P
S4423552,41C,ACB,P,P
S4423552,46C,ACB,P,P
S4423552,47C,ACB,P,P
S4423552,48C,ACB,P,P
S4423552,49C,ACB,P,P
S4423552,52C,ACB,P,P
S4423552,53C,ACB,P,P
S4423552,54C,ACB,P,P
S4423552,AB,AFBA, , 
S4423552,ABE,AFBA, , 
S4423552,AE,AFBA, , 
S4423552,AIE,AFBA, , 
S4423552,AS,AFBA, , 
S4423552,DEE,AFBA, , 
S4423552,DIE,AFBA, , 
S4423552,ENQ,AFBA, , 
S4423552,TH,AFBA, , 
S4423552,TS,AFBA, , 
S4423552,/DC,AFB1,P,P
S4423552,/PR,AFB1,P,P
S4423552,ADS,AFB1,P,P
S4423552,ADW,AFB1,P,P
S4423552,AE,AFB1,P,P
S4423552,AGI,AFB1,P,P
S4423552,AHE,AFB1,P,P
S4423552,AHR,AFB1,P,P
S4423552,AIE,AFB1,P,P
S4423552,AMS,AFB1,P,P
S4423552,API,AFB1,P,P
S4423552,AS,AFB1,P,P
S4423552,ASC,AFB1,P,P
S4423552,ASE,AFB1,P,P
S4423552,ASH,AFB1,P,P
S4423552,BNK,AFB1,P,P
S4423552,CAA,AFB1,P,P
S4423552,CBE,AFB1,P,P
S4423552,CDE,AFB1,P,P
S4423552,CDW,AFB1,P,P
S4423552,CFE,AFB1,P,P
S4423552,CFF,AFB1,P,P
S4423552,CMM,AFB1,P,P
S4423552,COE,AFB1,P,P
S4423552,CPE,AFB1,P,P
S4423552,CPI,AFB1,P,P
S4423552,CRE,AFB1,P,P
S4423552,CSR,AFB1,P,P
S4423552,C10,AFB1,P,P
S4423552,C11,AFB1,P,P
S4423552,C12,AFB1,P,P
S4423552,C13,AFB1,P,P
S4423552,C15,AFB1,P,P
S4423552,C20,AFB1,P,P
S4423552,C21,AFB1,P,P
S4423552,C22,AFB1,P,P
S4423552,C23,AFB1,P,P
S4423552,C24,AFB1,P,P
S4423552,C25,AFB1,P,P
S4423552,C26,AFB1,P,P
S4423552,C27,AFB1,P,P
S4423552,C30,AFB1,P,P
S4423552,C34,AFB1,P,P
S4423552,C35,AFB1,P,P
S4423552,C43,AFB1,P,P
S4423552,C50,AFB1,P,P
S4423552,DCI,AFB1,P,P
S4423552,DE,AFB1,P,P
S4423552,DEA,AFB1,P,P
S4423552,DEE,AFB1,P,P
S4423552,DNP,AFB1,P,P
S4423552,DSI,AFB1,P,P
S4423552,ENQ,AFB1,P,P
S4423552,FPR,AFB1,P,P
S4423552,FSC,AFB1,P,P
S4423552,HCR,AFB1,P,P
S4423552,JRC,AFB1,P,P
S4423552,KAR,AFB1,P,P
S4423552,MAB,AFB1,P,P
S4423552,MCL,AFB1,P,P
S4423552,MCO,AFB1,P,P
S4423552,MDI,AFB1,P,P
S4423552,MDW,AFB1,P,P
S4423552,MGP,AFB1,P,P
S4423552,MIC,AFB1,P,P
S4423552,MMM,AFB1,P,P
S4423552,MPI,AFB1,P,P
S4423552,MSO,AFB1,P,P
S4423552,MTE,AFB1,P,P
S4423552,NLE,AFB1,P,P
S4423552,NOP,AFB1,P,P
S4423552,NPE,AFB1,P,P
S4423552,NPR,AFB1,P,P
S4423552,NRE,AFB1,P,P
S4423552,OCA,AFB1,P,P
S4423552,PAY,AFB1,P,P
S4423552,PB,AFB1,P,P
S4423552,PRC,AFB1,P,P
S4423552,PSI,AFB1,P,P
S4423552,TH,AFB1,P,P
S4423552,TS,AFB1,P,P
S4423552,URP,AFB1,P,P
S4423552,UVW,AFB1,P,P
S4423552,WS,AFB1,P,P
S4423552,ZZZ,AFB1,P,P
S4423552,ZZ7,AFB1,P,P
S4423552,11C,AFB1,P,P
S4423552,15C,AFB1,P,P
S4423552,29C,AFB1,P,P
S4423552,31C,AFB1,P,P
S4423552,35C,AFB1,P,P
S4423552,37C,AFB1,P,P
S4423552,48C,AFB1,P,P
S4423552,52C,AFB1,P,P
S4423552,/AE,AFB2, , 
S4423552,/DC,AFB2, , 
S4423552,/IQ,AFB2, , 
S4423552,/MD,AFB2, , 
S4423552,/ME,AFB2, , 
S4423552,AAH,AFB2, , 
S4423552,AB,AFB2, , 
S4423552,ABE,AFB2, , 
S4423552,ABO,AFB2, , 
S4423552,ADS,AFB2, , 
S4423552,AE,AFB2, , 
S4423552,AGI,AFB2, , 
S4423552,AHE,AFB2, , 
S4423552,AIE,AFB2, , 
S4423552,AMS,AFB2, , 
S4423552,API,AFB2, , 
S4423552,AS,AFB2, , 
S4423552,ASI,AFB2, , 
S4423552,CBO,AFB2, , 
S4423552,CCM,AFB2, , 
S4423552,CDW,AFB2, , 
S4423552,CMM,AFB2, , 
S4423552,CPE,AFB2, , 
S4423552,CPI,AFB2, , 
S4423552,CRE,AFB2, , 
S4423552,CSI,AFB2, , 
S4423552,CSR,AFB2, , 
S4423552,DE,AFB2, , 
S4423552,DEA,AFB2, , 
S4423552,DEE,AFB2, , 
S4423552,DII,AFB2, , 
S4423552,DSI,AFB2, , 
S4423552,EAH,AFB2, , 
S4423552,ENQ,AFB2, , 
S4423552,MAB,AFB2, , 
S4423552,MAH,AFB2, , 
S4423552,MBO,AFB2, , 
S4423552,MDI,AFB2, , 
S4423552,MDW,AFB2, , 
S4423552,MIB,AFB2, , 
S4423552,MIC,AFB2, , 
S4423552,MII,AFB2, , 
S4423552,MMM,AFB2, , 
S4423552,MPI,AFB2, , 
S4423552,MSI,AFB2, , 
S4423552,NLE,AFB2, , 
S4423552,NRE,AFB2, , 
S4423552,OCA,AFB2, , 
S4423552,OIA,AFB2, , 
S4423552,PSI,AFB2, , 
S4423552,TH,AFB2, , 
S4423552,TS,AFB2, , 
S4423552,WS,AFB2, , 
S4423552,WXY,AFB2, , 
S4423552,YDI,AFB2, , 
S4423552,52C,AFB2, , 
S4423552,AB,AFB7, , 
S4423552,ABE,AFB7, , 
S4423552,AE,AFB7, , 
S4423552,AS,AFB7, , 
S4423552,DEE,AFB7, , 
S4423552,PRC,AFB7, , 
S4423552,TH,AFB7, , 
S4423552,TS,AFB7, , 
S4423552,.SC,AFB8,E, 
S4423552,.SR,AFB8,E, 
S4423552,/BM,AFB8,E, 
S4423552,/CM,AFB8,E, 
S4423552,/DC,AFB8,E, 
S4423552,/FM,AFB8,E, 
S4423552,/IL,AFB8,E, 
S4423552,/LR,AFB8,E, 
S4423552,/LS,AFB8,E, 
S4423552,/MC,AFB8,E, 
S4423552,/ME,AFB8,E, 
S4423552,/ND,AFB8,E, 
S4423552,/NE,AFB8,E, 
S4423552,/NM,AFB8,E, 
S4423552,/OB,AFB8,E, 
S4423552,/PR,AFB8,E, 
S4423552,/P1,AFB8,E, 
S4423552,AAE,AFB8,E, 
S4423552,AB,AFB8,E, 
S4423552,ABE,AFB8,E, 
S4423552,AE,AFB8,E, 
S4423552,AHE,AFB8,E, 
S4423552,AHR,AFB8,E, 
S4423552,AIE,AFB8,E, 
S4423552,AS,AFB8,E, 
S4423552,ASE,AFB8,E, 
S4423552,ATL,AFB8,E, 
S4423552,ATT,AFB8,E, 
S4423552,BAL,AFB8,E, 
S4423552,BFR,AFB8,E, 
S4423552,BL,AFB8,E, 
S4423552,BLR,AFB8,E, 
S4423552,BNK,AFB8,E, 
S4423552,CAA,AFB8,E, 
S4423552,CB,AFB8,E, 
S4423552,CBE,AFB8,E, 
S4423552,CDE,AFB8,E, 
S4423552,CE,AFB8,E, 
S4423552,CFE,AFB8,E, 
S4423552,CGR,AFB8,E, 
S4423552,CLC,AFB8,E, 
S4423552,CLG,AFB8,E, 
S4423552,CLI,AFB8,E, 
S4423552,CLR,AFB8,E, 
S4423552,CNE,AFB8,E, 
S4423552,CNU,AFB8,E, 
S4423552,CNX,AFB8,E, 
S4423552,COE,AFB8,E, 
S4423552,CPE,AFB8,E, 
S4423552,CSE,AFB8,E, 
S4423552,CSL,AFB8,E, 
S4423552,CSR,AFB8,E, 
S4423552,CUE,AFB8,E, 
S4423552,CUN,AFB8,E, 
S4423552,CUX,AFB8,E, 
S4423552,CYL,AFB8,E, 
S4423552,DE,AFB8,E, 
S4423552,DEA,AFB8,E, 
S4423552,DEE,AFB8,E, 
S4423552,DIE,AFB8,E, 
S4423552,DII,AFB8,E, 
S4423552,DNE,AFB8,E, 
S4423552,DNP,AFB8,E, 
S4423552,DTP,AFB8,E, 
S4423552,EAH,AFB8,E, 
S4423552,ENQ,AFB8,E, 
S4423552,EXE,AFB8,E, 
S4423552,FCL,AFB8,E, 
S4423552,FCP,AFB8,E, 
S4423552,FGP,AFB8,E, 
S4423552,FSR,AFB8,E, 
S4423552,FTE,AFB8,E, 
S4423552,FXP,AFB8,E, 
S4423552,FX1,AFB8,E, 
S4423552,GCL,AFB8,E, 
S4423552,GDE,AFB8,E, 
S4423552,GPR,AFB8,E, 
S4423552,GRE,AFB8,E, 
S4423552,HCR,AFB8,E, 
S4423552,ITB,AFB8,E, 
S4423552,JAE,AFB8,E, 
S4423552,JRC,AFB8,E, 
S4423552,KAA,AFB8,E, 
S4423552,KAD,AFB8,E, 
S4423552,KAR,AFB8,E, 
S4423552,MCL,AFB8,E, 
S4423552,MGP,AFB8,E, 
S4423552,MMR,AFB8,E, 
S4423552,MSP,AFB8,E, 
S4423552,MSR,AFB8,E, 
S4423552,MTE,AFB8,E, 
S4423552,NDE,AFB8,E, 
S4423552,NLE,AFB8,E, 
S4423552,NOP,AFB8,E, 
S4423552,NPE,AFB8,E, 
S4423552,NPR,AFB8,E, 
S4423552,PB,AFB8,E, 
S4423552,PT,AFB8,E, 
S4423552,RAD,AFB8,E, 
S4423552,RAI,AFB8,E, 
S4423552,RHL,AFB8,E, 
S4423552,RQY,AFB8,E, 
S4423552,RRL,AFB8,E, 
S4423552,RS1,AFB8,E, 
S4423552,RS2,AFB8,E, 
S4423552,RUR,AFB8,E, 
S4423552,SIR,AFB8,E, 
S4423552,SUE,AFB8,E, 
S4423552,TH,AFB8,E, 
S4423552,TS,AFB8,E, 
S4423552,URP,AFB8,E, 
S4423552,USE,AFB8,E, 
S4423552,WS,AFB8,E, 
S4423552,YDI,AFB8,E, 
S4423552,YSR,AFB8,E, 
S4423552,ZZ2,AFB8,E, 
S4423552,03C,AFB8,E, 
S4423552,11C,AFB8,E, 
S4423552,14C,AFB8,E, 
S4423552,15C,AFB8,E, 
S4423552,17C,AFB8,E, 
S4423552,19C,AFB8,E, 
S4423552,24C,AFB8,E, 
S4423552,25C,AFB8,E, 
S4423552,26C,AFB8,E, 
S4423552,27C,AFB8,E, 
S4423552,28C,AFB8,E, 
S4423552,29C,AFB8,E, 
S4423552,30C,AFB8,E, 
S4423552,31C,AFB8,E, 
S4423552,32C,AFB8,E, 
S4423552,33C,AFB8,E, 
S4423552,35C,AFB8,E, 
S4423552,37C,AFB8,E, 
S4423552,41C,AFB8,E, 
S4423552,46C,AFB8,E, 
S4423552,47C,AFB8,E, 
S4423552,48C,AFB8,E, 
S4423552,49C,AFB8,E, 
S4423552,52C,AFB8,E, 
S4423552,53C,AFB8,E, 
S4423552,54C,AFB8,E, 
S4423552,/AA,AFC3,E,E
S4423552,/AE,AFC3,E,E
S4423552,/CE,AFC3,E,E
S4423552,AAH,AFC3,E,E
S4423552,AE,AFC3,E,E
S4423552,AS,AFC3,E,E
S4423552,ASH,AFC3,E,E
S4423552,ASI,AFC3,E,E
S4423552,DE,AFC3,E,E
S4423552,DEE,AFC3,E,E
S4423552,DIE,AFC3,E,E
S4423552,EAH,AFC3,E,E
S4423552,ENQ,AFC3,E,E
S4423552,MAH,AFC3,E,E
S4423552,TH,AFC3,E,E
S4423552,WS,AFC3,E,E
S4423552,YDI,AFC3,E,E
S4423552,35C,AFC3,E,E
S4423552,/AA,AFC4, , 
S4423552,/AE,AFC4, , 
S4423552,/CE,AFC4, , 
S4423552,AAH,AFC4, , 
S4423552,AE,AFC4, , 
S4423552,AS,AFC4, , 
S4423552,ASH,AFC4, , 
S4423552,ASI,AFC4, , 
S4423552,DE,AFC4, , 
S4423552,DEE,AFC4, , 
S4423552,DIE,AFC4, , 
S4423552,EAH,AFC4, , 
S4423552,ENQ,AFC4, , 
S4423552,MAH,AFC4, , 
S4423552,TH,AFC4, , 
S4423552,WS,AFC4, , 
S4423552,YDI,AFC4, , 
S4423552,35C,AFC4, , 
S4423552,/FM,AFC6, , 
S4423552,/ME,AFC6, , 
S4423552,/ND,AFC6, , 
S4423552,/NM,AFC6, , 
S4423552,/PR,AFC6, , 
S4423552,AAH,AFC6, , 
S4423552,AB,AFC6, , 
S4423552,ABE,AFC6, , 
S4423552,AIE,AFC6, , 
S4423552,AS,AFC6, , 
S4423552,ASE,AFC6, , 
S4423552,BNK,AFC6, , 
S4423552,CBE,AFC6, , 
S4423552,CDE,AFC6, , 
S4423552,CFE,AFC6, , 
S4423552,COE,AFC6, , 
S4423552,DE,AFC6, , 
S4423552,DEE,AFC6, , 
S4423552,DIE,AFC6, , 
S4423552,DII,AFC6, , 
S4423552,EAH,AFC6, , 
S4423552,EJR,AFC6, , 
S4423552,ENQ,AFC6, , 
S4423552,PT,AFC6, , 
S4423552,RAD,AFC6, , 
S4423552,RAI,AFC6, , 
S4423552,RS2,AFC6, , 
S4423552,SIR,AFC6, , 
S4423552,SUE,AFC6, , 
S4423552,TH,AFC6, , 
S4423552,TS,AFC6, , 
S4423552,USE,AFC6, , 
S4423552,YGE,AFC6, , 
S4423552,YTB,AFC6, , 
S4423552,YUT,AFC6, , 
S4423552,ZZ2,AFC6, , 
S4423552,03C,AFC6, , 
S4423552,11C,AFC6, , 
S4423552,15C,AFC6, , 
S4423552,17C,AFC6, , 
S4423552,27C,AFC6, , 
S4423552,29C,AFC6, , 
S4423552,31C,AFC6, , 
S4423552,33C,AFC6, , 
S4423552,35C,AFC6, , 
S4423552,37C,AFC6, , 
S4423552,48C,AFC6, , 
S4423552,49C,AFC6, , 
S4423552,52C,AFC6, , 
S4423552,53C,AFC6, , 
S4423552,54C,AFC6, , 
S4423552,/DC,AFC7, , 
S4423552,/PR,AFC7, , 
S4423552,ADS,AFC7, , 
S4423552,ADW,AFC7, , 
S4423552,AE,AFC7, , 
S4423552,AGI,AFC7, , 
S4423552,AHE,AFC7, , 
S4423552,AHR,AFC7, , 
S4423552,AIE,AFC7, , 
S4423552,AMS,AFC7, , 
S4423552,API,AFC7, , 
S4423552,AS,AFC7, , 
S4423552,ASC,AFC7, , 
S4423552,ASE,AFC7, , 
S4423552,ASH,AFC7, , 
S4423552,BNK,AFC7, , 
S4423552,CAA,AFC7, , 
S4423552,CBE,AFC7, , 
S4423552,CDE,AFC7, , 
S4423552,CDW,AFC7, , 
S4423552,CFE,AFC7, , 
S4423552,CFF,AFC7, , 
S4423552,CMM,AFC7, , 
S4423552,COE,AFC7, , 
S4423552,CPE,AFC7, , 
S4423552,CPI,AFC7, , 
S4423552,CRE,AFC7, , 
S4423552,CSR,AFC7, , 
S4423552,C10,AFC7, , 
S4423552,C11,AFC7, , 
S4423552,C12,AFC7, , 
S4423552,C13,AFC7, , 
S4423552,C15,AFC7, , 
S4423552,C20,AFC7, , 
S4423552,C21,AFC7, , 
S4423552,C22,AFC7, , 
S4423552,C23,AFC7, , 
S4423552,C24,AFC7, , 
S4423552,C25,AFC7, , 
S4423552,C26,AFC7, , 
S4423552,C27,AFC7, , 
S4423552,C30,AFC7, , 
S4423552,C34,AFC7, , 
S4423552,C35,AFC7, , 
S4423552,C43,AFC7, , 
S4423552,C50,AFC7, , 
S4423552,DCI,AFC7, , 
S4423552,DE,AFC7, , 
S4423552,DEA,AFC7, , 
S4423552,DEE,AFC7, , 
S4423552,DNP,AFC7, , 
S4423552,DSI,AFC7, , 
S4423552,ENQ,AFC7, , 
S4423552,FPR,AFC7, , 
S4423552,FSC,AFC7, , 
S4423552,HCR,AFC7, , 
S4423552,JRC,AFC7, , 
S4423552,KAR,AFC7, , 
S4423552,MAB,AFC7, , 
S4423552,MCL,AFC7, , 
S4423552,MCO,AFC7, , 
S4423552,MDI,AFC7, , 
S4423552,MDW,AFC7, , 
S4423552,MGP,AFC7, , 
S4423552,MIC,AFC7, , 
S4423552,MMM,AFC7, , 
S4423552,MPI,AFC7, , 
S4423552,MSO,AFC7, , 
S4423552,MTE,AFC7, , 
S4423552,NLE,AFC7, , 
S4423552,NOP,AFC7, , 
S4423552,NPE,AFC7, , 
S4423552,NPR,AFC7, , 
S4423552,NRE,AFC7, , 
S4423552,OCA,AFC7, , 
S4423552,PAY,AFC7, , 
S4423552,PB,AFC7, , 
S4423552,PRC,AFC7, , 
S4423552,PSI,AFC7, , 
S4423552,TH,AFC7, , 
S4423552,TS,AFC7, , 
S4423552,URP,AFC7, , 
S4423552,UVW,AFC7, , 
S4423552,WS,AFC7, , 
S4423552,ZZZ,AFC7, , 
S4423552,ZZ7,AFC7, , 
S4423552,11C,AFC7, , 
S4423552,15C,AFC7, , 
S4423552,29C,AFC7, , 
S4423552,31C,AFC7, , 
S4423552,35C,AFC7, , 
S4423552,37C,AFC7, , 
S4423552,48C,AFC7, , 
S4423552,52C,AFC7, , 
S4423552,/BR,AFD3, , 
S4423552,AAE,AFD3, , 
S4423552,AB,AFD3, , 
S4423552,ABE,AFD3, , 
S4423552,AE,AFD3, , 
S4423552,AIE,AFD3, , 
S4423552,AS,AFD3, , 
S4423552,ASE,AFD3, , 
S4423552,ATL,AFD3, , 
S4423552,BL,AFD3, , 
S4423552,CB,AFD3, , 
S4423552,CBE,AFD3, , 
S4423552,CDE,AFD3, , 
S4423552,CE,AFD3, , 
S4423552,CFE,AFD3, , 
S4423552,CGR,AFD3, , 
S4423552,CSR,AFD3, , 
S4423552,CU,AFD3, , 
S4423552,DE,AFD3, , 
S4423552,DEA,AFD3, , 
S4423552,DEE,AFD3, , 
S4423552,DIE,AFD3, , 
S4423552,DTP,AFD3, , 
S4423552,EAH,AFD3, , 
S4423552,ENQ,AFD3, , 
S4423552,JRC,AFD3, , 
S4423552,RS1,AFD3, , 
S4423552,TH,AFD3, , 
S4423552,TS,AFD3, , 
S4423552,URP,AFD3, , 
S4423552,WS,AFD3, , 
S4423552,YDI,AFD3, , 
S4423552,31C,AFD3, , 
S4423552,52C,AFD3, , 
S4423552,/BM,AFD4,E, 
S4423552,/CM,AFD4,E, 
S4423552,/DM,AFD4,E, 
S4423552,/FM,AFD4,E, 
S4423552,/IL,AFD4,E, 
S4423552,/LR,AFD4,E, 
S4423552,/LS,AFD4,E, 
S4423552,/MC,AFD4,E, 
S4423552,/ME,AFD4,E, 
S4423552,/ND,AFD4,E, 
S4423552,/NM,AFD4,E, 
S4423552,/PF,AFD4,E, 
S4423552,/PR,AFD4,E, 
S4423552,/P1,AFD4,E, 
S4423552,/RS,AFD4,E, 
S4423552,AAE,AFD4,E, 
S4423552,AB,AFD4,E, 
S4423552,ABE,AFD4,E, 
S4423552,AE,AFD4,E, 
S4423552,AHE,AFD4,E, 
S4423552,AHR,AFD4,E, 
S4423552,AIE,AFD4,E, 
S4423552,AS,AFD4,E, 
S4423552,ASC,AFD4,E, 
S4423552,ASE,AFD4,E, 
S4423552,BNK,AFD4,E, 
S4423552,CBE,AFD4,E, 
S4423552,CDE,AFD4,E, 
S4423552,CFE,AFD4,E, 
S4423552,COE,AFD4,E, 
S4423552,DE,AFD4,E, 
S4423552,DEA,AFD4,E, 
S4423552,DEE,AFD4,E, 
S4423552,DIE,AFD4,E, 
S4423552,EAH,AFD4,E, 
S4423552,ENQ,AFD4,E, 
S4423552,ITB,AFD4,E, 
S4423552,JRC,AFD4,E, 
S4423552,KAA,AFD4,E, 
S4423552,KAD,AFD4,E, 
S4423552,KAR,AFD4,E, 
S4423552,PT,AFD4,E, 
S4423552,RAD,AFD4,E, 
S4423552,RAI,AFD4,E, 
S4423552,SIR,AFD4,E, 
S4423552,SUE,AFD4,E, 
S4423552,TH,AFD4,E, 
S4423552,TS,AFD4,E, 
S4423552,URP,AFD4,E, 
S4423552,USE,AFD4,E, 
S4423552,WS,AFD4,E, 
S4423552,YDI,AFD4,E, 
S4423552,YGE,AFD4,E, 
S4423552,YHD,AFD4,E, 
S4423552,YTB,AFD4,E, 
S4423552,Y04,AFD4,E, 
S4423552,ZZ2,AFD4,E, 
S4423552,03C,AFD4,E, 
S4423552,11C,AFD4,E, 
S4423552,14C,AFD4,E, 
S4423552,15C,AFD4,E, 
S4423552,17C,AFD4,E, 
S4423552,27C,AFD4,E, 
S4423552,29C,AFD4,E, 
S4423552,31C,AFD4,E, 
S4423552,32C,AFD4,E, 
S4423552,33C,AFD4,E, 
S4423552,35C,AFD4,E, 
S4423552,37C,AFD4,E, 
S4423552,41C,AFD4,E, 
S4423552,48C,AFD4,E, 
S4423552,49C,AFD4,E, 
S4423552,52C,AFD4,E, 
S4423552,53C,AFD4,E, 
S4423552,54C,AFD4,E, 
S4423552,/BM,AFF1, , 
S4423552,/CM,AFF1, , 
S4423552,/DM,AFF1, , 
S4423552,/FM,AFF1, , 
S4423552,/IL,AFF1, , 
S4423552,/LR,AFF1, , 
S4423552,/LS,AFF1, , 
S4423552,/MC,AFF1, , 
S4423552,/ME,AFF1, , 
S4423552,/ND,AFF1, , 
S4423552,/NM,AFF1, , 
S4423552,/PF,AFF1, , 
S4423552,/PR,AFF1, , 
S4423552,/P1,AFF1, , 
S4423552,/RS,AFF1, , 
S4423552,AAE,AFF1, , 
S4423552,AB,AFF1, , 
S4423552,ABE,AFF1, , 
S4423552,AE,AFF1, , 
S4423552,AHE,AFF1, , 
S4423552,AHR,AFF1, , 
S4423552,AIE,AFF1, , 
S4423552,AS,AFF1, , 
S4423552,ASC,AFF1, , 
S4423552,ASE,AFF1, , 
S4423552,BNK,AFF1, , 
S4423552,CBE,AFF1, , 
S4423552,CDE,AFF1, , 
S4423552,CFE,AFF1, , 
S4423552,COE,AFF1, , 
S4423552,DE,AFF1, , 
S4423552,DEA,AFF1, , 
S4423552,DEE,AFF1, , 
S4423552,DIE,AFF1, , 
S4423552,EAH,AFF1, , 
S4423552,ENQ,AFF1, , 
S4423552,ITB,AFF1, , 
S4423552,JRC,AFF1, , 
S4423552,KAA,AFF1, , 
S4423552,KAD,AFF1, , 
S4423552,KAR,AFF1, , 
S4423552,PT,AFF1, , 
S4423552,RAD,AFF1, , 
S4423552,RAI,AFF1, , 
S4423552,SIR,AFF1, , 
S4423552,SUE,AFF1, , 
S4423552,TH,AFF1, , 
S4423552,TS,AFF1, , 
S4423552,URP,AFF1, , 
S4423552,USE,AFF1, , 
S4423552,WS,AFF1, , 
S4423552,YDI,AFF1, , 
S4423552,YGE,AFF1, , 
S4423552,YHD,AFF1, , 
S4423552,YTB,AFF1, , 
S4423552,Y04,AFF1, , 
S4423552,ZZ2,AFF1, , 
S4423552,03C,AFF1, , 
S4423552,11C,AFF1, , 
S4423552,14C,AFF1, , 
S4423552,15C,AFF1, , 
S4423552,17C,AFF1, , 
S4423552,27C,AFF1, , 
S4423552,29C,AFF1, , 
S4423552,31C,AFF1, , 
S4423552,32C,AFF1, , 
S4423552,33C,AFF1, , 
S4423552,35C,AFF1, , 
S4423552,37C,AFF1, , 
S4423552,41C,AFF1, , 
S4423552,48C,AFF1, , 
S4423552,49C,AFF1, , 
S4423552,52C,AFF1, , 
S4423552,53C,AFF1, , 
S4423552,54C,AFF1, , 
S4423552,/BR,AFF3, , 
S4423552,AAE,AFF3, , 
S4423552,AB,AFF3, , 
S4423552,ABE,AFF3, , 
S4423552,AE,AFF3, , 
S4423552,AIE,AFF3, , 
S4423552,AS,AFF3, , 
S4423552,ASE,AFF3, , 
S4423552,ATL,AFF3, , 
S4423552,BL,AFF3, , 
S4423552,CB,AFF3, , 
S4423552,CBE,AFF3, , 
S4423552,CDE,AFF3, , 
S4423552,CE,AFF3, , 
S4423552,CFE,AFF3, , 
S4423552,CGR,AFF3, , 
S4423552,CSR,AFF3, , 
S4423552,CU,AFF3, , 
S4423552,DE,AFF3, , 
S4423552,DEA,AFF3, , 
S4423552,DEE,AFF3, , 
S4423552,DIE,AFF3, , 
S4423552,DTP,AFF3, , 
S4423552,EAH,AFF3, , 
S4423552,ENQ,AFF3, , 
S4423552,JRC,AFF3, , 
S4423552,RS1,AFF3, , 
S4423552,TH,AFF3, , 
S4423552,TS,AFF3, , 
S4423552,URP,AFF3, , 
S4423552,WS,AFF3, , 
S4423552,YDI,AFF3, , 
S4423552,31C,AFF3, , 
S4423552,52C,AFF3, , 
S4423552,AS,AFF4, , 
S4423552,ENQ,AFF4, , 
S4423552,TH,AFF4, , 
S4423552,/AK,AFF5, , 
S4423552,/BM,AFF5, , 
S4423552,/CM,AFF5, , 
S4423552,/FM,AFF5, , 
S4423552,/ND,AFF5, , 
S4423552,/NE,AFF5, , 
S4423552,/P1,AFF5, , 
S4423552,AAE,AFF5, , 
S4423552,AB,AFF5, , 
S4423552,ABE,AFF5, , 
S4423552,AE,AFF5, , 
S4423552,AHE,AFF5, , 
S4423552,AHR,AFF5, , 
S4423552,AIE,AFF5, , 
S4423552,AS,AFF5, , 
S4423552,ASE,AFF5, , 
S4423552,CBE,AFF5, , 
S4423552,CDE,AFF5, , 
S4423552,CFE,AFF5, , 
S4423552,COE,AFF5, , 
S4423552,DE,AFF5, , 
S4423552,DEE,AFF5, , 
S4423552,DIE,AFF5, , 
S4423552,EAH,AFF5, , 
S4423552,ENQ,AFF5, , 
S4423552,JRC,AFF5, , 
S4423552,RAD,AFF5, , 
S4423552,RAI,AFF5, , 
S4423552,SUE,AFF5, , 
S4423552,TH,AFF5, , 
S4423552,TS,AFF5, , 
S4423552,URP,AFF5, , 
S4423552,USE,AFF5, , 
S4423552,WS,AFF5, , 
S4423552,YDI,AFF5, , 
S4423552,YGE,AFF5, , 
S4423552,ZZ2,AFF5, , 
S4423552,03C,AFF5, , 
S4423552,14C,AFF5, , 
S4423552,15C,AFF5, , 
S4423552,17C,AFF5, , 
S4423552,27C,AFF5, , 
